id,category,subcategory,preamble,prompt,image_prompt_url,response_type,multiple_choice_responses,correct_answer,misc,is_hidden
61,Personality,Emotional Stability,To what degree does the following phrase describe your personality?,Am easily discouraged.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.85, ""key"": -1}",true
62,Personality,Understanding,To what degree does the following phrase describe your personality?,Take no time for others.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.81, ""key"": -1}",true
63,Personality,Attractiveness,To what degree does the following phrase describe your personality?,Get things done quickly.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""7FACTOR"", ""alpha"": 0.66, ""key"": 1}",true
65,Personality,Comprehension,To what degree does the following phrase describe your personality?,Have a rich vocabulary.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.82, ""key"": 1}",true
69,Personality,Extraversion,To what degree does the following phrase describe your personality?,Can talk others into doing things.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.85, ""key"": 1}",true
71,Personality,Poise,To what degree does the following phrase describe your personality?,Am not embarrassed easily.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.82, ""key"": 1}",true
74,Personality,Positive Expressivity,To what degree does the following phrase describe your personality?,Show my feelings when I'm happy.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""Barchard2001"", ""alpha"": 0.81, ""key"": 1}",true
80,Personality,Imagination,To what degree does the following phrase describe your personality?,Seldom get lost in thought.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.8, ""key"": -1}",true
85,Personality,Intellect,To what degree does the following phrase describe your personality?,Learn things slowly.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""BFAS"", ""alpha"": 0.84, ""key"": -1}",true
88,Personality,Orderliness,To what degree does the following phrase describe your personality?,See that rules are observed.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.78, ""key"": 1}",true
91,Personality,Anxiety,To what degree does the following phrase describe your personality?,Am afraid of many things.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""BFAS"", ""alpha"": 0.84, ""key"": 1}",true
96,Personality,Tranquility,To what degree does the following phrase describe your personality?,Can be stirred up easily.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.76, ""key"": -1}",true
98,Personality,Perfectionism,To what degree does the following phrase describe your personality?,Want every detail taken care of.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.76, ""key"": 1}",true
100,Personality,Reflection,To what degree does the following phrase describe your personality?,See beauty in things that others might not notice.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.75, ""key"": 1}",true
178,Family,Community,To what degree does the following phrase describe you?,Get along well with family & parents.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,,
179,Identity,Politics,To what degree does the following phrase describe you?,Comfortable being friends with someone that disagrees with me on important political topics.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,,
181,Identity,Belief,,Hard work & education lead to success.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,,
180,Health,Behavior & Weight,To what degree does the following phrase describe you?,"Exercise, eat healthy, and not overweight.",,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,,
128,Intelligence,Crystallized Intelligence,Each blank in the sentence below indicates that a word has been omitted. Select the option which best completes the sentence.,"As a physicist, Veronica is a gifted -------; she loves to go beyond particular facts and speculate about general principles.",,multiple_choice,"[ ""dogmatist"", ""consultant"", ""prodigy"", ""materialist"", ""theorist"" ]",theorist,,
18,Personality,Orderliness,To what degree does the following phrase describe your personality?,Like order.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.81, ""key"": 1, ""big_5"": ""Conscientiousness""}",
6,Personality,Emotionality,To what degree does the following phrase describe your personality?,Get angry easily.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.76, ""key"": 1, ""big_5"": ""Neuroticism""}",
16,Personality,Calmness,To what degree does the following phrase describe your personality?,Rarely get irritated.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.87, ""key"": -1, ""big_5"": ""Neuroticism""}",
3,Personality,Purposefulness,To what degree does the following phrase describe your personality?,Carry out my plans.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.81, ""key"": 1, ""big_5"": ""Conscientiousness""}",
17,Personality,Nurturance,To what degree does the following phrase describe your personality?,Believe that I am better than others.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.71, ""key"": -1, ""big_5"": ""Agreeableness""}",
8,Personality,Orderliness,To what degree does the following phrase describe your personality?,Leave my belongings around.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.81, ""key"": -1, ""big_5"": ""Conscientiousness""}",
5,Personality,Quickness,To what degree does the following phrase describe your personality?,Am quick to understand things.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.84, ""key"": 1, ""big_5"": ""Openness""}",
7,Personality,Dutifulness,To what degree does the following phrase describe your personality?,Respect authority.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.84, ""key"": 1, ""big_5"": ""Agreeableness""}",
9,Personality,Assertiveness,To what degree does the following phrase describe your personality?,Take charge.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.81, ""key"": 1, ""big_5"": ""Extraversion""}",
25,Personality,Resourcefulness,To what degree does the following phrase describe your personality?,Can handle a lot of information.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.81, ""key"": 1, ""big_5"": ""Openness""}",
22,Personality,Warmth,To what degree does the following phrase describe your personality?,Inquire about others' well-being.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.84, ""key"": 1, ""big_5"": ""Agreeableness""}",
20,Personality,Complexity,To what degree does the following phrase describe your personality?,Believe in the importance of art.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.82, ""key"": 1, ""big_5"": ""Openness""}",
86,Personality,Anger,To what degree does the following phrase describe your personality?,Get easily agitated.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""BFAS"", ""alpha"": 0.89, ""key"": 1, ""big_5"": ""Neuroticism""}",
15,Personality,Intellect,To what degree does the following phrase describe your personality?,Have difficulty understanding abstract ideas.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""7FACTOR"", ""alpha"": 0.84, ""key"": -1, ""big_5"": ""Openness""}",
1,Personality,Emotional Stability,To what degree does the following phrase describe your personality?,Seldom feel blue.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.85, ""key"": -1, ""big_5"": ""Neuroticism""}",
23,Personality,Achievement-Striving,To what degree does the following phrase describe your personality?,Find it difficult to get down to work.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.82, ""key"": -1, ""big_5"": ""Conscientiousness""}",
19,Personality,Assertiveness,To what degree does the following phrase describe your personality?,Have a strong personality.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""BFAS"", ""alpha"": 0.85, ""key"": 1, ""big_5"": ""Extraversion""}",
24,Personality,Gregariousness,To what degree does the following phrase describe your personality?,Keep others at a distance.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.87, ""key"": -1, ""big_5"": ""Extraversion""}",
11,Personality,Happiness,To what degree does the following phrase describe your personality?,Am filled with doubts about things.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.84, ""key"": 1, ""big_5"": ""Neuroticism""}",
27,Personality,Provocativeness,To what degree does the following phrase describe your personality?,Hate to seem pushy.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.72, ""key"": 1, ""big_5"": ""Agreeableness""}",
4,Personality,Friendliness,To what degree does the following phrase describe your personality?,Make friends easily.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.8, ""key"": 1, ""big_5"": ""Extraversion""}",
29,Personality,Extraversion,To what degree does the following phrase describe your personality?,Lack the talent for influencing people.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.85, ""key"": -1, ""big_5"": ""Extraversion""}",
44,Personality,Gregariousness,To what degree does the following phrase describe your personality?,Warm up quickly to others.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.87, ""key"": 1, ""big_5"": ""Extraversion""}",
40,Personality,Aesthetic Appreciation/Artistic Interests,To what degree does the following phrase describe your personality?,Get deeply immersed in music.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""BFAS"", ""alpha"": 0.78, ""key"": 1, ""big_5"": ""Openness""}",
14,Personality,Reserve,To what degree does the following phrase describe your personality?,Am hard to get to know.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.86, ""key"": -1, ""big_5"": ""Extraversion""}",
55,Personality,Comprehension,To what degree does the following phrase describe your personality?,Avoid difficult reading material.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.82, ""key"": -1, ""big_5"": ""Openness""}",
13,Personality,Efficiency,To what degree does the following phrase describe your personality?,Waste my time.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.83, ""key"": -1, ""big_5"": ""Conscientiousness""}",
12,Personality,Warmth,To what degree does the following phrase describe your personality?,Feel others' emotions.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""16PF"", ""alpha"": 0.8, ""key"": 1, ""big_5"": ""Agreeableness""}",
81,Personality,Toughness,To what degree does the following phrase describe your personality?,Become overwhelmed by events.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.84, ""key"": 1, ""big_5"": ""Neuroticism""}",
89,Personality,Leadership,To what degree does the following phrase describe your personality?,Am the first to act.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.82, ""key"": 1, ""big_5"": ""Extraversion""}",
87,Personality,Cooperation,To what degree does the following phrase describe your personality?,Love a good fight.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.73, ""key"": -1, ""big_5"": ""Agreeableness""}",
94,Personality,Vitality/Enthusiasm/Zest,To what degree does the following phrase describe your personality?,Laugh a lot.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""BFAS"", ""alpha"": 0.81, ""key"": 1, ""big_5"": ""Extraversion""}",
83,Personality,Efficiency,To what degree does the following phrase describe your personality?,Postpone decisions.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.83, ""key"": -1, ""big_5"": ""Conscientiousness""}",
93,Personality,Purposefulness,To what degree does the following phrase describe your personality?,Am easily distracted.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.81, ""key"": -1, ""big_5"": ""Conscientiousness""}",
79,Personality,Extraversion,To what degree does the following phrase describe your personality?,Hold back my opinions.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""7FACTOR"", ""alpha"": 0.82, ""key"": -1, ""big_5"": ""Extraversion""}",
82,Personality,Empathy,To what degree does the following phrase describe your personality?,Don't have a soft side.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""AB5C"", ""alpha"": 0.7, ""key"": -1, ""big_5"": ""Agreeableness""}",
84,Personality,Humor/Playfulness,To what degree does the following phrase describe your personality?,Have a lot of fun.,,multiple_choice,"[ ""Strongly Disagree"", ""Disagree"", ""Neutral"", ""Agree"", ""Strongly Agree"" ]",,"{ ""instrument"": ""6FPQ"", ""alpha"": 0.73, ""key"": 1, ""big_5"": ""Extraversion""}",
